params_str,params,mean_fit_time,mean_score_time,mean_test_accuracy,std_test_accuracy,mean_train_accuracy,std_train_accuracy,rank_test_accuracy,mean_test_mcc,std_test_mcc,mean_train_mcc,std_train_mcc,rank_test_mcc
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 150, 'vectorizer': 'TfidfVectorizer', 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': 'None'}","{'classifier': RandomForestClassifier(class_weight='balanced', n_jobs=-1, random_state=42), 'classifier__max_depth': None, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 150, 'vectorizer': TfidfVectorizer(tokenizer=<function tokenize at 0x0000021411B51080>), 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': None}",94.84147186279297,10.49431791305542,0.8888327691132483,0.0021026223264565946,0.9901112096941684,0.00032608332788219965,11,0.7755456967634372,0.004332704250396691,0.9800658121845739,0.0006568305822940281,11
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100, 'vectorizer': 'TfidfVectorizer', 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': 'None'}","{'classifier': RandomForestClassifier(class_weight='balanced', n_jobs=-1, random_state=42), 'classifier__max_depth': None, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100, 'vectorizer': TfidfVectorizer(tokenizer=<function tokenize at 0x0000021411B51080>), 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': None}",64.36023187637329,9.373221349716186,0.8884021616797415,0.001882647245911211,0.9898550809766993,0.00035680057478658486,12,0.7746147327902891,0.003903233417886745,0.9795463969717734,0.0007172983880428308,15
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100, 'vectorizer': 'TfidfVectorizer', 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': 'None'}","{'classifier': RandomForestClassifier(class_weight='balanced', n_jobs=-1, random_state=42), 'classifier__max_depth': None, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100, 'vectorizer': TfidfVectorizer(tokenizer=<function tokenize at 0x0000021411B51080>), 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': None}",106.05274109840393,9.233246040344238,0.8883427539044124,0.0025454415267442674,0.9909612598347037,0.000282017453947701,13,0.7743243564049677,0.005258218275222276,0.9817851935675895,0.0005688361657741768,16
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100, 'vectorizer': 'TfidfVectorizer', 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': 'english'}","{'classifier': RandomForestClassifier(class_weight='balanced', n_jobs=-1, random_state=42), 'classifier__max_depth': None, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100, 'vectorizer': TfidfVectorizer(tokenizer=<function tokenize at 0x0000021411B51080>), 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': 'english'}",182.92350311279296,7.433827066421509,0.8882982049627225,0.002163475143435599,0.9711576993448144,0.0005434852976242668,14,0.775474653211307,0.004363978424686994,0.9419845104468682,0.001070291425068274,12
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100, 'vectorizer': 'TfidfVectorizer', 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': 'english'}","{'classifier': RandomForestClassifier(class_weight='balanced', n_jobs=-1, random_state=42), 'classifier__max_depth': None, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100, 'vectorizer': TfidfVectorizer(tokenizer=<function tokenize at 0x0000021411B51080>), 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': 'english'}",84.36445498466492,9.252786636352539,0.8882685203665179,0.001817448574865704,0.9696654718477282,0.0005808425277156202,15,0.7754084507138227,0.0037201711920140483,0.9389146153352081,0.0011451310422444798,13
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 150, 'vectorizer': 'TfidfVectorizer', 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': 'english'}","{'classifier': RandomForestClassifier(class_weight='balanced', n_jobs=-1, random_state=42), 'classifier__max_depth': None, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 150, 'vectorizer': TfidfVectorizer(tokenizer=<function tokenize at 0x0000021411B51080>), 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': 'english'}",109.49373273849487,7.146990203857422,0.8880012619921915,0.0015252477254584875,0.9698288002373487,0.0005659400015356643,16,0.774837911411834,0.0031240948392184747,0.9392517677950831,0.0011245454526324185,14
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 150, 'vectorizer': 'CountVectorizer', 'vectorizer__stop_words': 'None'}","{'classifier': RandomForestClassifier(class_weight='balanced', n_jobs=-1, random_state=42), 'classifier__max_depth': None, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 150, 'vectorizer': CountVectorizer(tokenizer=<function tokenize at 0x0000021411B51080>), 'vectorizer__stop_words': None}",27.0436381816864,4.096204423904419,0.8427742100519199,0.001399017849993958,0.8834318227404244,0.0018357004823793272,17,0.6861345709580597,0.003076545658590591,0.7673835669445678,0.0035841696121163115,17
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 150, 'vectorizer': 'CountVectorizer', 'vectorizer__stop_words': 'None'}","{'classifier': RandomForestClassifier(class_weight='balanced', n_jobs=-1, random_state=42), 'classifier__max_depth': None, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 150, 'vectorizer': CountVectorizer(tokenizer=<function tokenize at 0x0000021411B51080>), 'vectorizer__stop_words': None}",23.55971202850342,7.373915719985962,0.8427742100519199,0.001399017849993958,0.8834318227404244,0.0018357004823793272,17,0.6861345709580597,0.003076545658590591,0.7673835669445678,0.0035841696121163115,17
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100, 'vectorizer': 'CountVectorizer', 'vectorizer__stop_words': 'None'}","{'classifier': RandomForestClassifier(class_weight='balanced', n_jobs=-1, random_state=42), 'classifier__max_depth': None, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100, 'vectorizer': CountVectorizer(tokenizer=<function tokenize at 0x0000021411B51080>), 'vectorizer__stop_words': None}",24.12724885940552,7.04089126586914,0.8420763596772549,0.001042319102241657,0.8826411705913164,0.0019429993863307215,19,0.6846900084172052,0.0022993575819651286,0.7658481690938276,0.0038656496414417848,19
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100, 'vectorizer': 'CountVectorizer', 'vectorizer__stop_words': 'None'}","{'classifier': RandomForestClassifier(class_weight='balanced', n_jobs=-1, random_state=42), 'classifier__max_depth': None, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100, 'vectorizer': CountVectorizer(tokenizer=<function tokenize at 0x0000021411B51080>), 'vectorizer__stop_words': None}",17.521770191192626,4.706169319152832,0.8420763596772549,0.001042319102241657,0.8826411705913164,0.0019429993863307215,19,0.6846900084172052,0.0022993575819651286,0.7658481690938276,0.0038656496414417848,19
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100, 'vectorizer': 'TfidfVectorizer', 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': 'english'}","{'classifier': RandomForestClassifier(class_weight='balanced', n_jobs=-1, random_state=42), 'classifier__max_depth': None, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100, 'vectorizer': TfidfVectorizer(tokenizer=<function tokenize at 0x0000021411B51080>), 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': 'english'}",27.204945850372315,7.267603540420533,0.8339841952234014,0.001926170418726119,0.8823516309256465,0.0011955139419367877,21,0.6688048204599049,0.004088185784086698,0.7647411489711947,0.0024802323543625464,21
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100, 'vectorizer': 'TfidfVectorizer', 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': 'english'}","{'classifier': RandomForestClassifier(class_weight='balanced', n_jobs=-1, random_state=42), 'classifier__max_depth': None, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100, 'vectorizer': TfidfVectorizer(tokenizer=<function tokenize at 0x0000021411B51080>), 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': 'english'}",25.089825487136842,7.001410007476807,0.8339841952234014,0.001926170418726119,0.8823516309256465,0.0011955139419367877,21,0.6688048204599049,0.004088185784086698,0.7647411489711947,0.0024802323543625464,21
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 150, 'vectorizer': 'TfidfVectorizer', 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': 'None'}","{'classifier': RandomForestClassifier(class_weight='balanced', n_jobs=-1, random_state=42), 'classifier__max_depth': None, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 150, 'vectorizer': TfidfVectorizer(tokenizer=<function tokenize at 0x0000021411B51080>), 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': None}",32.156818342208865,5.682852363586425,0.8339544786584916,0.0010181092092521873,0.8896680017818254,0.0008552603645477766,23,0.668593061987415,0.002258437476392805,0.780166439070735,0.0018283150381711534,23
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 150, 'vectorizer': 'TfidfVectorizer', 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': 'None'}","{'classifier': RandomForestClassifier(class_weight='balanced', n_jobs=-1, random_state=42), 'classifier__max_depth': None, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 150, 'vectorizer': TfidfVectorizer(tokenizer=<function tokenize at 0x0000021411B51080>), 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': None}",28.49116611480713,5.228801918029785,0.8339544786584916,0.0010181092092521873,0.8896680017818254,0.0008552603645477766,23,0.668593061987415,0.002258437476392805,0.780166439070735,0.0018283150381711534,23
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 150, 'vectorizer': 'TfidfVectorizer', 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': 'english'}","{'classifier': RandomForestClassifier(class_weight='balanced', n_jobs=-1, random_state=42), 'classifier__max_depth': None, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 150, 'vectorizer': TfidfVectorizer(tokenizer=<function tokenize at 0x0000021411B51080>), 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': 'english'}",36.79800744056702,3.7652310371398925,0.8333605761818926,0.0018271695317476086,0.8826040476217344,0.001222845518711986,25,0.6674514228374993,0.003887156030108231,0.7651818723946266,0.002567125091209519,25
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 150, 'vectorizer': 'TfidfVectorizer', 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': 'english'}","{'classifier': RandomForestClassifier(class_weight='balanced', n_jobs=-1, random_state=42), 'classifier__max_depth': None, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 150, 'vectorizer': TfidfVectorizer(tokenizer=<function tokenize at 0x0000021411B51080>), 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': 'english'}",36.44213981628418,6.245603561401367,0.8333605761818926,0.0018271695317476086,0.8826040476217344,0.001222845518711986,25,0.6674514228374993,0.003887156030108231,0.7651818723946266,0.002567125091209519,25
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100, 'vectorizer': 'TfidfVectorizer', 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': 'None'}","{'classifier': RandomForestClassifier(class_weight='balanced', n_jobs=-1, random_state=42), 'classifier__max_depth': None, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100, 'vectorizer': TfidfVectorizer(tokenizer=<function tokenize at 0x0000021411B51080>), 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': None}",22.49236192703247,5.947462177276611,0.8331229968919253,0.0012464934822783282,0.8890815030236372,0.0008160420414567603,27,0.6669704852088205,0.0026195745679089217,0.7790562607764474,0.0017573081315973662,27
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100, 'vectorizer': 'TfidfVectorizer', 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': 'None'}","{'classifier': RandomForestClassifier(class_weight='balanced', n_jobs=-1, random_state=42), 'classifier__max_depth': None, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100, 'vectorizer': TfidfVectorizer(tokenizer=<function tokenize at 0x0000021411B51080>), 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': None}",25.99653043746948,4.069975900650024,0.8331229968919253,0.0012464934822783282,0.8890815030236372,0.0008160420414567603,27,0.6669704852088205,0.0026195745679089217,0.7790562607764474,0.0017573081315973662,27
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 150, 'vectorizer': 'CountVectorizer', 'vectorizer__stop_words': 'english'}","{'classifier': RandomForestClassifier(class_weight='balanced', n_jobs=-1, random_state=42), 'classifier__max_depth': None, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 150, 'vectorizer': CountVectorizer(tokenizer=<function tokenize at 0x0000021411B51080>), 'vectorizer__stop_words': 'english'}",34.82317538261414,5.275348854064942,0.8285052464227709,0.0012540512430513693,0.8670989908055546,0.0010661028421353827,29,0.6568807383465406,0.00259566141796818,0.733464131938896,0.0021442606576124075,29
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 150, 'vectorizer': 'CountVectorizer', 'vectorizer__stop_words': 'english'}","{'classifier': RandomForestClassifier(class_weight='balanced', n_jobs=-1, random_state=42), 'classifier__max_depth': None, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 150, 'vectorizer': CountVectorizer(tokenizer=<function tokenize at 0x0000021411B51080>), 'vectorizer__stop_words': 'english'}",27.461378955841063,4.20290994644165,0.8285052464227709,0.0012540512430513693,0.8670989908055546,0.0010661028421353827,29,0.6568807383465406,0.00259566141796818,0.733464131938896,0.0021442606576124075,29
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100, 'vectorizer': 'CountVectorizer', 'vectorizer__stop_words': 'english'}","{'classifier': RandomForestClassifier(class_weight='balanced', n_jobs=-1, random_state=42), 'classifier__max_depth': None, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100, 'vectorizer': CountVectorizer(tokenizer=<function tokenize at 0x0000021411B51080>), 'vectorizer__stop_words': 'english'}",20.759583234786987,8.162271499633789,0.8284458573877169,0.001193633312548188,0.8666164310573393,0.0013590841991083038,31,0.656736137080488,0.002464538174466622,0.7324359996562902,0.0027347575016392523,31
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100, 'vectorizer': 'CountVectorizer', 'vectorizer__stop_words': 'english'}","{'classifier': RandomForestClassifier(class_weight='balanced', n_jobs=-1, random_state=42), 'classifier__max_depth': None, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100, 'vectorizer': CountVectorizer(tokenizer=<function tokenize at 0x0000021411B51080>), 'vectorizer__stop_words': 'english'}",26.269733810424803,4.886167764663696,0.8284458573877169,0.001193633312548188,0.8666164310573393,0.0013590841991083038,31,0.656736137080488,0.002464538174466622,0.7324359996562902,0.0027347575016392523,31
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 150, 'vectorizer': 'CountVectorizer', 'vectorizer__stop_words': 'None'}","{'classifier': RandomForestClassifier(class_weight='balanced', n_jobs=-1, random_state=42), 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 150, 'vectorizer': CountVectorizer(tokenizer=<function tokenize at 0x0000021411B51080>), 'vectorizer__stop_words': None}",6.20634274482727,1.1061680793762207,0.760590392533257,0.0019369899271317569,0.7785601866857399,0.0028999501577033487,33,0.5132888389751009,0.004698316962141305,0.5513850917090151,0.005362762349331843,33
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100, 'vectorizer': 'CountVectorizer', 'vectorizer__stop_words': 'None'}","{'classifier': RandomForestClassifier(class_weight='balanced', n_jobs=-1, random_state=42), 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100, 'vectorizer': CountVectorizer(tokenizer=<function tokenize at 0x0000021411B51080>), 'vectorizer__stop_words': None}",8.540279579162597,3.430562973022461,0.75839287587329,0.0014606590228701433,0.7760805606056179,0.002586645450999831,34,0.5087319706916398,0.0036484630172256447,0.5463532119344765,0.005107649387305664,34
